College,Department,Category,Cutoff
University B.D.T. college of Engineering (H.GOV) Davangere,CE Civil,GM,147447
University B.D.T. college of Engineering (H.GOV) Davangere,CE Civil,GMR,162637
University B.D.T. college of Engineering (H.GOV) Davangere,CE Civil,SCG,211073
University B.D.T. college of Engineering (H.GOV) Davangere,CE Civil,SCR,211979
University B.D.T. college of Engineering (H.GOV) Davangere,CE Civil,STG,178873
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,1G,53509
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,2AG,56404
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,2AK,56696
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,2AR,61375
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,2BG,67177
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,3AG,52358
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,3AR,62695
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,3BR,52379
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,3BG,52398
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,GM,47280
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,GMK,52152
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,GMR,50428
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,SCG,92238
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,SCK,111684
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,SCR,119552
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,STG,87703
University B.D.T. college of Engineering (H.GOV) Davangere,CS Computers,STR,103969
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,1G,79943
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,1R,128838
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,2AG,79504
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,2AK,104446
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,2AR,113218
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,2BG,92207
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,2BR,99506
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,3AG,101427
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,3BG,75399
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,GM,61995
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,GMK,63939
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,GMR,77482
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,SCG,135026
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,SCK,138965
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,SCR,139038
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,STG,159102
University B.D.T. college of Engineering (H.GOV) Davangere,EC Electronics,STR,190271
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,1G,113771
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,1R,164110
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,2AG,112889
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,2AR,124591
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,2BG,176782
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,3AG,124737
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,3BG,99214
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,GM,91867
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,GMK,98596
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,GMR,105407
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,SCG,149291
University B.D.T. college of Engineering (H.GOV) Davangere,EE Electrical,STG,181097
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,1G,195613
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,2AG,192765
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,2AR,209629
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,2BG,199532
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,3AG,197059
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,3BG,149019
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,GM,133262
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,GMK,164023
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,GMR,154180
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,SCG,266400
University B.D.T. college of Engineering (H.GOV) Davangere,EI Elec. Inst. Engg,STG,242160
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,1G,215632
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,2AG,262991
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,2BG,196662
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,3AG,267580
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,3BG,199947
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,GM,192354
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,GMK,226596
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,GMR,223724
University B.D.T. college of Engineering (H.GOV) Davangere,ME Mechanical,SCG,274708
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,1G,176271
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,2AG,136474
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,2BG,112792
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,3AG,130077
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,3AR,124617
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,3BK,166061
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,3BG,110794
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,GMR,130709
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,SCG,171141
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,SCR,204083
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,STG,140578
University B.D.T. college of Engineering (H.GOV) Davangere,RI Robotics and AI,STR,196472
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,2AG,159318
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,2AR,184320
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,3AG,116871
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,3AK,155100
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,3BG,121385
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,GM,114347
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,GMR,122815
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,SCG,202503
Bahubali College of Engineering Hassan Dist,AI Artificial Intelligence,SCR,222705
Bahubali College of Engineering Hassan Dist,CE Civil,GM,272713
Bahubali College of Engineering Hassan Dist,CS Computers,1G,112092
Bahubali College of Engineering Hassan Dist,CS Computers,2AG,115477
Bahubali College of Engineering Hassan Dist,CS Computers,2BG,128283
Bahubali College of Engineering Hassan Dist,CS Computers,2BR,164274
Bahubali College of Engineering Hassan Dist,CS Computers,3AG,105694
Bahubali College of Engineering Hassan Dist,CS Computers,3AR,125299
Bahubali College of Engineering Hassan Dist,CS Computers,3BG,100127
Bahubali College of Engineering Hassan Dist,CS Computers,GM,94172
Bahubali College of Engineering Hassan Dist,CS Computers,GMK,101948
Bahubali College of Engineering Hassan Dist,CS Computers,GMR,101419
Bahubali College of Engineering Hassan Dist,CS Computers,STG,258108
Bahubali College of Engineering Hassan Dist,EC Electronics,1G,131136
Bahubali College of Engineering Hassan Dist,EC Electronics,2AG,125077
Bahubali College of Engineering Hassan Dist,EC Electronics,2AK,171692
Bahubali College of Engineering Hassan Dist,EC Electronics,2AR,163129
Bahubali College of Engineering Hassan Dist,EC Electronics,2BG,165416
Bahubali College of Engineering Hassan Dist,EC Electronics,3AG,123329
Bahubali College of Engineering Hassan Dist,EC Electronics,3B,123822
Bahubali College of Engineering Hassan Dist,EC Electronics,GM,118111
Bahubali College of Engineering Hassan Dist,EC Electronics,GMR,120545
Bahubali College of Engineering Hassan Dist,EC Electronics,SCG,211590
Bahubali College of Engineering Hassan Dist,EC Electronics,SCR,237524
Bahubali College of Engineering Hassan Dist,EC Electronics,STG,195597
Bahubali College of Engineering Hassan Dist,IE Info.Science,1G,138417
Bahubali College of Engineering Hassan Dist,IE Info.Science,2AG,138832
Bahubali College of Engineering Hassan Dist,IE Info.Science,2BG,130855
Bahubali College of Engineering Hassan Dist,IE Info.Science,3AG,127188
Bahubali College of Engineering Hassan Dist,IE Info.Science,3AR,127752
Bahubali College of Engineering Hassan Dist,IE Info.Science,3BR,149306
Bahubali College of Engineering Hassan Dist,IE Info.Science,GM,126380
Bahubali College of Engineering Hassan Dist,IE Info.Science,GMR,127526
Bahubali College of Engineering Hassan Dist,IE Info.Science,SCG,225309
Bahubali College of Engineering Hassan Dist,IE Info.Science,SCK,240282
Bahubali College of Engineering Hassan Dist,IE Info.Science,STG,219634
Bahubali College of Engineering Hassan Dist,IE Info.Science,STR,221329
Bahubali College of Engineering Hassan Dist,ME Mechanical,GM,265623
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),1G,28224
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),1R,40441
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),2AG,28297
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),2AR,37413
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),2BG,39024
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),3AG,23626
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),3AK,32705
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),3BG,26471
Vidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),GM,22622
Vaidya Vardhaka College of Engineering Mysuru,CA CS (AI Machine Learning),GMK,32061
Vidya Vardhaka College of Engineering Mysuru,CS Computers,1G,29230
Vidya Vardhaka College of Engineering Mysuru,CS Computers,1R,36222
Vidya Vardhaka College of Engineering Mysuru,CS Computers,2AG,24425
Vidya Vardhaka College of Engineering Mysuru,CS Computers,2AK,29249
Vidya Vardhaka College of Engineering Mysuru,CS Computers,2AR,29228
Vidya Vardhaka College of Engineering Mysuru,CS Computers,2BG,33610
Vidya Vardhaka College of Engineering Mysuru,CS Computers,2BR,45703
Vidya Vardhaka College of Engineering Mysuru,CS Computers,3AG,19266
Vidya Vardhaka College of Engineering Mysuru,CS Computers,3AR,22130
Vidya Vardhaka College of Engineering Mysuru,CS Computers,3BR,22079
Vidya Vardhaka College of Engineering Mysuru,CS Computers,3BG,24084
Vidya Vardhaka College of Engineering Mysuru,CS Computers,GM,17682
Vidya Vardhaka College of Engineering Mysuru,CS Computers,GMK,24894
Vidya Vardhaka College of Engineering Mysuru,CS Computers,GMR,20840
Vidya Vardhaka College of Engineering Mysuru,CS Computers,SCG,60804
Vidya Vardhaka College of Engineering Mysuru,CS Computers,SCK,85904
Vidya Vardhaka College of Engineering Mysuru,CS Computers,SCR,70973
Vidya Vardhaka College of Engineering Mysuru,CS Computers,STG,56340
Vidya Vardhaka College of Engineering Mysuru,CS Computers,STRK,82902
Vidya Vardhaka College of Engineering Mysuru,CS Computers,STG,67031
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,1G,35509
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,2AG,37006
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,2AK,40166
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,2AR,46384
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,2BG,36968
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,3AG,30157
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,3AR,30343
Vidya Vardhaka College of College of Engineering Mysuru,EC Electronics,3BR,34499
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,GM,27150
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,GMK,39800
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,GMR,33186
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,SCG,71999
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,SCR,82108
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,STG,77064
Vidya Vardhaka College of Engineering Mysuru,EC Electronics,STR,98410
Vidya Vardhaka College of Engineering Mysuru,EE Electrical,1G,42442
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,1K,91440
Vidya Vardhaka College of Engineering Mysuru,EE Electrical,2AG,46201
Vidya Vardhaka College of Engineering Mysuru,EE Electrical,2BG,43541
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,2BR,190045
Vidya Vardhaka College of Engineering Mysuru,EE Electrical,3AG,56724
Vidya Vardhaka College of Engineering Mysuru,EE Electrical,3BG,42938
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,GM,38303
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,GMK,45927
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,GMR,50319
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,SCG,88880
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,SCR,96402
Vidya Vardhaka College of College of Engineering Mysuru,EE Electrical,STG,85179
Vidya Vardhaka College of Engineering Mysuru,IE Info.Science,1G,33451
Vidya Vardhaka College of Engineering Mysuru,IE Info.Science,2AG,29167
Vidya Vardhaka College of Engineering Mysuru,IE Info.Science,2AR,36242
Vidya Vardhaka College of Engineering Mysuru,IE Info.Science,2BG,36312
Vidya Varidhaka College of Engineering Mysuru,IE Info.Science,3AG,25811
Vidya Vardhaka College of Engineering Mysuru,IE Info.Science,3AR,26238
